0.68,0.66,0.70,0.66,2.30,1.56,4.00
0.39,0.56,0.41,0.56,0.93,1.33,2.00
0.31,0.48,0.47,0.64,1.04,1.30,2.00
0.35,0.46,0.31,0.56,1.11,1.04,2.00
0.44,0.61,0.43,0.50,1.85,1.07,2.00
0.39,0.50,0.50,0.50,1.04,1.48,1.00
0.44,0.36,0.69,0.65,1.60,1.32,3.00
0.39,0.49,0.29,0.47,1.69,1.10,4.00
0.51,0.60,0.44,0.47,1.43,1.41,3.00
0.50,0.47,0.50,0.45,1.38,1.27,3.00
0.46,0.54,0.49,0.51,1.38,1.13,3.00
0.40,0.30,0.43,0.62,1.00,1.10,1.00
0.48,0.59,0.64,0.68,1.14,1.65,5.00
0.60,0.46,0.52,0.58,1.67,0.96,1.00
0.64,0.55,0.48,0.59,1.39,0.96,3.00
0.60,0.56,0.64,0.68,1.64,1.65,3.00
0.60,0.57,0.50,0.50,1.57,1.68,5.00
0.71,0.62,0.56,0.69,1.64,1.54,3.00
0.54,0.52,0.54,0.40,1.17,2.00,3.00
0.58,0.53,0.61,0.70,1.73,1.20,2.00
0.31,0.47,0.44,0.51,1.32,1.35,0.00
0.44,0.49,0.47,0.51,0.95,1.23,0.00
0.50,0.39,0.53,0.42,1.33,0.77,5.00
0.42,0.44,0.40,0.40,1.71,1.05,3.00
0.44,0.58,0.56,0.51,1.52,1.00,4.00
0.33,0.44,0.42,0.44,0.86,0.73,0.00
0.49,0.51,0.66,0.36,1.05,2.29,2.00
0.42,0.44,0.44,0.58,1.00,1.41,0.00
0.31,0.47,0.61,0.70,1.32,1.20,2.00
0.71,0.64,0.40,0.40,2.13,1.05,3.00
0.56,0.51,0.44,0.49,1.83,1.09,2.00
0.53,0.42,0.42,0.44,1.13,1.19,1.00
0.66,0.36,0.58,0.53,2.83,1.04,3.00
0.33,0.44,0.49,0.51,0.86,1.04,4.00
0.47,0.51,0.51,0.51,1.61,1.67,4.00
0.39,0.49,0.21,0.33,1.17,0.60,0.00
0.44,0.48,0.40,0.35,1.29,0.70,2.00
0.27,0.40,0.44,0.61,1.07,1.10,2.00
0.35,0.25,0.40,0.48,1.80,0.77,1.00
0.34,0.42,0.60,0.70,1.10,1.00,3.00
0.35,0.25,0.40,0.50,1.70,0.90,2.00
0.67,0.71,0.81,0.65,2.08,2.58,5.00
0.56,0.60,0.67,0.67,1.50,1.22,5.00
0.60,0.58,0.58,0.60,1.96,1.54,2.00
0.65,0.56,0.71,0.73,1.00,1.46,2.00
0.60,0.50,0.67,0.65,0.96,1.54,4.00
0.58,0.60,0.50,0.58,1.71,1.54,4.00
0.60,0.58,0.69,0.46,2.12,2.04,4.00
0.47,0.51,0.42,0.51,1.74,1.27,2.00
0.49,0.38,0.40,0.49,0.88,1.30,1.00
0.33,0.40,0.29,0.44,1.50,0.91,3.00
0.44,0.60,0.39,0.45,1.30,1.00,2.00
0.42,0.44,0.40,0.44,1.50,0.77,2.00
0.20,0.36,0.38,0.60,1.00,0.70,5.00
0.40,0.44,0.44,0.51,0.74,1.22,5.00
0.40,0.49,0.20,0.36,1.09,0.91,2.00
0.38,0.60,0.44,0.60,1.36,0.68,4.00
0.44,0.38,0.29,0.36,0.95,1.22,2.00
0.31,0.42,0.33,0.40,1.50,1.04,0.00
0.29,0.44,0.47,0.51,1.41,1.09,4.00
0.33,0.44,0.61,0.50,1.19,1.65,5.00
0.38,0.51,0.60,0.65,1.30,1.26,4.00
0.32,0.47,0.54,0.57,1.35,1.36,5.00
0.46,0.46,0.61,0.50,1.48,1.65,4.00
0.44,0.52,0.47,0.47,1.26,1.61,0.00
0.48,0.63,0.45,0.45,1.50,0.89,3.00
0.31,0.47,0.48,0.59,1.00,0.96,1.00
0.65,0.53,0.55,0.47,1.05,1.00,1.00
0.57,0.55,0.60,0.62,1.85,1.26,5.00
0.47,0.47,0.60,0.55,2.05,1.55,2.00
0.62,0.55,0.69,0.44,1.79,2.16,2.00
0.64,0.74,0.38,0.45,2.05,1.05,4.00
0.62,0.57,0.59,0.64,2.25,2.00,2.00
0.60,0.75,0.62,0.65,1.35,0.70,4.00
0.70,0.62,0.55,0.53,1.10,1.30,3.00
0.72,0.49,0.68,0.62,3.20,1.76,4.00
0.54,0.62,0.52,0.56,1.52,1.67,5.00
0.46,0.52,0.50,0.42,1.17,0.83,4.00
0.48,0.56,0.62,0.67,1.04,1.70,2.00
0.55,0.57,0.62,0.73,1.39,1.74,2.00
0.58,0.56,0.60,0.50,1.65,1.29,3.00
0.62,0.62,0.60,0.58,1.67,1.09,2.00
0.52,0.56,0.67,0.59,1.26,1.74,1.00
0.40,0.40,0.57,0.43,1.63,1.29,2.00
0.36,0.45,0.54,0.68,1.37,1.45,1.00
0.35,0.48,0.47,0.42,1.57,2.10,2.00
0.49,0.45,0.55,0.51,1.32,1.08,2.00
0.39,0.39,0.54,0.40,0.83,1.08,2.00
0.50,0.44,0.55,0.31,1.58,2.12,3.00
0.52,0.50,0.56,0.44,1.17,0.70,4.00
0.62,0.64,0.64,0.51,1.74,0.95,3.00
0.56,0.54,0.62,0.73,1.84,1.32,5.00
0.67,0.62,0.69,0.62,2.56,1.11,5.00
0.62,0.64,0.64,0.59,1.80,0.89,2.00
0.68,0.41,0.59,0.54,2.37,1.58,4.00
0.56,0.51,0.74,0.47,1.37,2.56,2.00
0.56,0.49,0.64,0.56,0.95,0.80,2.00
0.38,0.46,0.49,0.49,1.25,0.70,1.00
0.58,0.66,0.59,0.77,2.00,1.89,3.00
0.62,0.73,0.68,0.41,2.06,2.17,4.00
0.53,0.40,0.45,0.59,1.88,1.00,3.00
0.61,0.46,0.65,0.57,1.70,0.87,1.00
0.62,0.57,0.60,0.60,1.67,1.43,1.00
0.55,0.60,0.54,0.52,1.46,1.12,3.00
0.55,0.68,0.49,0.49,1.87,1.71,3.00
0.65,0.67,0.57,0.55,1.91,0.96,2.00
0.70,0.62,0.51,0.57,1.62,0.96,3.00
0.48,0.60,0.34,0.48,1.62,1.40,1.00
0.57,0.58,0.30,0.40,1.69,1.21,2.00
0.31,0.50,0.63,0.51,1.04,1.62,3.00
0.62,0.65,0.35,0.44,1.85,1.00,2.00
0.35,0.33,0.38,0.50,1.23,0.85,2.00
0.50,0.48,0.47,0.47,2.04,1.24,2.00
0.37,0.44,0.46,0.44,0.92,0.88,3.00
0.53,0.63,0.33,0.47,1.75,0.69,1.00
0.37,0.42,0.48,0.57,1.60,1.42,2.00
0.38,0.38,0.52,0.67,1.50,1.46,6.00
0.43,0.54,0.43,0.45,1.19,1.00,2.00
0.56,0.46,0.57,0.68,1.80,1.19,2.00
0.45,0.57,0.28,0.38,1.10,0.60,2.00
0.35,0.43,0.28,0.33,1.07,0.90,2.00
0.69,0.49,0.60,0.46,2.91,0.68,2.00
0.55,0.55,0.51,0.51,0.92,1.33,2.00
0.62,0.56,0.42,0.40,1.65,0.73,1.00
0.40,0.45,0.57,0.34,0.92,2.08,3.00
0.57,0.41,0.51,0.45,1.33,1.13,0.00
0.57,0.34,0.62,0.56,2.61,1.32,1.00
0.51,0.45,0.40,0.45,1.62,1.00,3.00
0.55,0.55,0.69,0.49,0.92,2.57,3.00
0.51,0.45,0.51,0.51,1.35,1.33,3.00
0.60,0.46,0.42,0.40,0.96,0.73,2.00
0.52,0.61,0.61,0.65,1.55,1.68,3.00
0.43,0.50,0.32,0.43,1.19,1.26,4.00
0.52,0.41,0.41,0.43,1.14,0.62,4.00
0.48,0.52,0.32,0.48,1.64,0.77,1.00
0.39,0.39,0.43,0.57,1.17,1.43,3.00
0.50,0.52,0.43,0.50,1.60,1.14,3.00
0.70,0.64,0.48,0.50,2.14,1.00,4.00
0.55,0.50,0.41,0.43,1.82,1.10,5.00
0.65,0.37,0.49,0.40,2.77,1.18,4.00
0.41,0.50,0.30,0.41,0.95,0.68,5.00
0.41,0.45,0.34,0.41,0.77,1.05,1.00
0.30,0.45,0.43,0.45,1.38,1.18,2.00
0.41,0.48,0.45,0.59,1.10,0.67,2.00
0.36,0.59,0.48,0.36,1.29,1.00,6.00
0.43,0.36,0.43,0.50,0.86,1.18,5.00
0.50,0.47,0.65,0.54,1.06,1.53,2.00
0.54,0.49,0.41,0.41,1.67,1.35,6.00
0.50,0.56,0.53,0.57,1.31,1.31,4.00
0.40,0.48,0.50,0.65,1.58,1.38,4.00
0.56,0.56,0.47,0.55,1.36,1.44,3.00
0.50,0.56,0.40,0.48,1.31,1.21,4.00
0.62,0.58,0.54,0.62,1.52,1.38,7.00
0.49,0.49,0.36,0.46,1.40,0.73,1.00
0.47,0.49,0.49,0.55,1.08,0.81,3.00
0.49,0.45,0.56,0.62,1.36,1.22,3.00
0.53,0.58,0.38,0.47,1.89,1.38,2.00
0.44,0.44,0.49,0.60,1.14,1.07,5.00
0.44,0.49,0.38,0.42,1.82,0.68,2.00
0.55,0.66,0.36,0.51,1.71,1.00,2.00
0.54,0.61,0.47,0.49,1.11,1.14,4.00
0.61,0.62,0.47,0.42,1.46,1.20,3.00
0.45,0.49,0.51,0.60,1.24,1.27,2.00
0.50,0.61,0.32,0.38,1.79,0.69,1.00
0.47,0.47,0.37,0.49,1.24,1.22,4.00
0.52,0.58,0.55,0.55,1.58,1.22,3.00
0.53,0.62,0.51,0.56,1.92,1.13,4.00
0.52,0.60,0.61,0.63,1.36,1.12,3.00
0.57,0.59,0.57,0.56,1.20,1.61,0.00
0.59,0.62,0.56,0.57,2.04,1.30,4.00
0.55,0.57,0.57,0.63,1.69,0.99,4.00
0.41,0.61,0.37,0.51,1.85,1.16,3.00
0.50,0.50,0.29,0.35,1.44,0.88,1.00
0.41,0.57,0.31,0.47,0.96,1.12,0.00
0.47,0.63,0.30,0.54,1.36,1.00,4.00
0.41,0.49,0.35,0.47,1.32,1.00,3.00
0.41,0.57,0.47,0.63,0.96,1.31,2.00
0.29,0.35,0.41,0.49,1.31,1.08,2.00
0.31,0.47,0.41,0.61,1.04,0.92,3.00
0.37,0.51,0.55,0.57,0.96,0.84,3.00
0.44,0.36,0.37,0.51,1.08,1.16,3.00
0.65,0.55,0.53,0.55,1.76,1.20,3.00
0.60,0.46,0.49,0.53,1.69,1.80,4.00
0.60,0.52,0.35,0.42,1.28,1.04,3.00
0.54,0.56,0.65,0.55,1.62,1.96,4.00
0.63,0.45,0.49,0.51,2.64,1.04,2.00
0.33,0.42,0.50,0.60,1.08,1.15,1.00
0.53,0.55,0.48,0.58,1.54,1.08,4.00
0.37,0.51,0.54,0.62,1.35,1.50,2.00
0.67,0.67,0.49,0.61,2.32,1.36,3.00
0.43,0.57,0.67,0.65,1.35,2.24,3.00
0.63,0.75,0.70,0.70,1.48,2.20,4.00
0.61,0.61,0.69,0.67,1.80,1.76,5.00
0.59,0.59,0.65,0.65,1.88,1.28,2.00
0.71,0.65,0.49,0.61,2.04,1.12,5.00
0.69,0.65,0.69,0.65,1.44,1.52,5.00
0.48,0.48,0.52,0.52,1.24,1.09,3.00
0.56,0.56,0.44,0.47,1.52,1.33,2.00
0.48,0.53,0.35,0.45,1.15,0.70,3.00
0.47,0.52,0.48,0.47,1.55,1.55,5.00
0.45,0.55,0.48,0.44,1.20,1.06,0.00
0.43,0.52,0.47,0.50,1.15,1.18,1.00
0.35,0.50,0.45,0.58,1.12,0.91,0.00
0.53,0.59,0.39,0.50,1.58,1.36,2.00
0.50,0.50,0.52,0.52,1.21,0.76,3.00
0.20,0.40,0.50,0.60,1.90,1.60,1.00
0.71,0.60,0.63,0.49,0.88,0.82,0.00
0.55,0.55,0.63,0.59,1.77,1.59,5.00
0.63,0.59,0.52,0.57,2.31,1.07,5.00
0.66,0.67,0.54,0.56,2.12,1.25,3.00
0.55,0.55,0.59,0.62,1.77,1.34,4.00
0.36,0.50,0.64,0.54,1.32,2.00,3.00
0.54,0.54,0.56,0.58,1.64,1.64,2.00
0.62,0.48,0.50,0.60,1.76,1.12,2.00
0.68,0.60,0.54,0.62,2.80,1.52,3.00
0.54,0.54,0.34,0.42,1.56,1.04,2.00
0.60,0.54,0.45,0.37,1.33,0.92,0.00
0.32,0.40,0.47,0.51,1.04,1.75,5.00
0.34,0.42,0.68,0.60,0.92,1.68,7.00
0.56,0.58,0.65,0.45,1.36,2.00,1.00
0.50,0.60,0.54,0.54,1.48,1.00,3.00
0.50,0.58,0.32,0.40,1.04,0.72,2.00
0.54,0.62,0.62,0.48,1.84,1.72,2.00
0.52,0.59,0.55,0.60,1.08,1.23,3.00
0.50,0.50,0.51,0.60,1.33,1.11,1.00
0.59,0.61,0.49,0.58,1.44,1.20,5.00
0.46,0.56,0.40,0.47,1.44,1.39,2.00
0.47,0.49,0.36,0.49,1.25,1.00,2.00
0.49,0.45,0.52,0.61,1.33,1.18,3.00
0.56,0.65,0.51,0.55,1.74,0.81,2.00
0.51,0.55,0.49,0.45,1.41,1.19,1.00
0.52,0.61,0.52,0.59,1.69,0.96,3.00
0.40,0.47,0.50,0.50,1.08,1.07,1.00
0.47,0.49,0.43,0.43,1.08,1.12,1.00
0.55,0.60,0.56,0.65,1.52,1.15,3.00
0.36,0.49,0.59,0.61,1.22,1.15,6.00
0.49,0.58,0.46,0.56,1.04,1.30,7.00
0.62,0.47,0.53,0.44,1.53,1.17,3.00
0.56,0.47,0.74,0.62,1.41,1.22,2.00
0.60,0.49,0.44,0.44,1.89,1.63,5.00
0.64,0.56,0.69,0.67,2.17,1.31,2.00
0.49,0.57,0.46,0.46,1.94,0.65,2.00
0.64,0.56,0.44,0.42,1.94,1.16,4.00
0.53,0.42,0.42,0.42,2.17,1.38,1.00
0.45,0.52,0.43,0.49,1.44,1.09,3.00
0.57,0.56,0.52,0.57,2.01,1.50,4.00
0.43,0.46,0.55,0.58,1.54,1.45,1.00
0.59,0.59,0.49,0.52,1.39,1.01,5.00
0.47,0.52,0.41,0.52,0.94,1.10,3.00
0.55,0.55,0.56,0.59,1.19,1.52,2.00
0.44,0.46,0.56,0.60,1.49,1.36,1.00
0.56,0.59,0.59,0.59,1.58,1.16,2.00
0.55,0.53,0.45,0.52,1.60,1.30,2.00
0.55,0.58,0.57,0.56,1.59,1.70,5.00
0.54,0.56,0.43,0.46,1.47,1.47,1.00
0.43,0.49,0.41,0.52,1.22,1.10,4.00
0.52,0.57,0.59,0.56,1.64,1.05,2.00
0.49,0.52,0.47,0.52,1.46,1.14,0.00
0.55,0.55,0.52,0.55,1.19,1.40,4.00
0.66,0.58,0.58,0.55,1.89,0.53,0.00
0.63,0.58,0.37,0.45,2.26,0.94,5.00
0.68,0.61,0.61,0.63,1.11,1.22,3.00
0.63,0.50,0.66,0.61,1.05,1.65,5.00
0.64,0.72,0.63,0.63,2.12,0.68,2.00
0.61,0.55,0.59,0.68,1.95,2.11,1.00
0.55,0.47,0.73,0.46,0.89,2.47,6.00
0.58,0.76,0.47,0.47,1.37,0.63,3.00
0.67,0.39,0.55,0.50,2.22,1.21,8.00
0.49,0.58,0.58,0.58,1.41,1.35,4.00
0.60,0.67,0.44,0.56,1.96,1.23,4.00
0.62,0.53,0.60,0.60,1.64,1.14,2.00
0.51,0.44,0.64,0.64,1.87,1.23,0.00
0.64,0.76,0.51,0.60,1.43,1.82,1.00
0.58,0.56,0.51,0.60,1.77,1.22,5.00
0.60,0.60,0.51,0.44,2.13,0.86,3.00
0.64,0.64,0.62,0.53,1.74,1.35,0.00
0.51,0.60,0.58,0.56,1.04,1.00,1.00
0.44,0.56,0.64,0.76,1.22,1.73,2.00
0.71,0.73,0.67,0.71,1.91,1.68,6.00
0.71,0.58,0.67,0.58,1.36,1.45,0.00
0.60,0.62,0.69,0.44,0.86,2.09,3.00
0.62,0.53,0.56,0.60,1.05,1.36,2.00
0.80,0.62,0.51,0.60,3.14,1.64,3.00
0.69,0.71,0.58,0.58,1.57,1.74,4.00
0.67,0.64,0.64,0.62,1.68,2.27,1.00
0.58,0.60,0.69,0.44,1.70,2.09,3.00
0.58,0.62,0.71,0.73,1.57,1.43,2.00
0.67,0.58,0.60,0.62,1.04,1.57,1.00
0.67,0.71,0.67,0.64,2.13,1.52,3.00
0.64,0.62,0.69,0.71,2.22,1.27,0.00
0.58,0.58,0.80,0.62,2.00,2.61,3.00
0.56,0.60,0.71,0.58,1.39,1.61,5.00
0.40,0.38,0.51,0.41,1.23,1.14,2.00
0.43,0.45,0.43,0.45,1.10,1.05,2.00
0.55,0.50,0.33,0.50,1.90,0.71,2.00
0.52,0.40,0.61,0.71,1.19,1.16,2.00
0.31,0.40,0.43,0.48,0.75,1.10,5.00
0.43,0.50,0.45,0.48,1.20,0.95,3.00
0.48,0.50,0.55,0.50,1.58,1.00,4.00
0.45,0.52,0.42,0.55,1.62,1.45,3.00
0.42,0.55,0.31,0.40,1.55,1.27,2.00
0.61,0.71,0.48,0.50,1.59,1.57,5.00
0.55,0.50,0.55,0.50,1.71,0.95,4.00
0.43,0.45,0.71,0.67,1.10,1.05,1.00
0.43,0.48,0.40,0.38,0.95,1.05,2.00
0.45,0.48,0.52,0.40,1.00,0.71,4.00
0.51,0.41,0.43,0.50,1.40,1.32,2.00
0.43,0.45,0.68,0.39,1.78,2.40,0.00
0.67,0.67,0.71,0.69,2.38,2.25,2.00
0.51,0.59,0.69,0.63,1.17,1.54,2.00
0.73,0.63,0.59,0.59,1.28,1.79,4.00
0.67,0.65,0.61,0.61,2.21,1.62,1.00
0.59,0.61,0.51,0.61,1.21,1.16,0.00
0.43,0.55,0.67,0.63,1.36,1.24,3.00
0.69,0.63,0.65,0.63,2.00,1.29,4.00
0.51,0.59,0.43,0.55,1.17,1.04,2.00
0.59,0.61,0.67,0.67,1.21,1.68,4.00
0.65,0.63,0.63,0.73,1.36,1.29,2.00
0.51,0.61,0.46,0.44,1.71,1.12,2.00
0.69,0.63,0.59,0.59,2.12,1.79,3.00
0.71,0.69,0.69,0.63,2.42,2.08,5.00
0.71,0.67,0.61,0.61,2.12,1.62,2.00
0.48,0.48,0.54,0.58,1.88,1.36,1.00
0.44,0.35,0.39,0.47,1.58,1.22,3.00
0.63,0.59,0.37,0.47,1.58,0.72,1.00
0.55,0.59,0.50,0.45,1.62,1.09,0.00
0.48,0.48,0.47,0.50,1.22,1.19,3.00
0.50,0.55,0.34,0.52,1.19,0.97,2.00
0.36,0.50,0.45,0.48,1.09,1.38,2.00
0.44,0.53,0.41,0.52,1.12,1.41,2.00
0.47,0.52,0.44,0.56,1.50,0.88,5.00
0.39,0.44,0.53,0.53,1.06,0.78,1.00
0.47,0.50,0.50,0.55,1.44,1.31,1.00
0.44,0.56,0.39,0.44,1.25,1.03,5.00
0.48,0.45,0.48,0.48,1.72,1.50,4.00
0.34,0.52,0.36,0.50,1.25,1.06,2.00
0.50,0.45,0.56,0.56,1.59,1.56,1.00
0.41,0.52,0.48,0.48,1.19,0.97,2.00
0.46,0.54,0.53,0.47,0.94,1.18,3.00
0.30,0.36,0.44,0.47,0.88,1.56,3.00
0.35,0.47,0.49,0.60,1.25,1.38,6.00
0.63,0.63,0.49,0.49,1.82,0.89,2.00
0.40,0.48,0.33,0.40,1.15,1.10,0.00
0.36,0.60,0.43,0.45,1.25,1.10,5.00
0.40,0.48,0.31,0.45,1.29,0.95,0.00
0.30,0.37,0.36,0.60,0.95,0.73,1.00
0.47,0.37,0.42,0.51,0.78,1.24,3.00
0.47,0.58,0.42,0.44,1.32,0.76,2.00
0.31,0.40,0.31,0.45,1.52,0.95,2.00
0.43,0.45,0.40,0.48,1.52,1.05,1.00
0.33,0.40,0.42,0.35,1.43,1.09,5.00
0.53,0.59,0.41,0.59,1.33,1.38,3.00
0.43,0.55,0.37,0.49,1.50,1.04,1.00
0.47,0.65,0.55,0.57,1.42,0.88,0.00
0.37,0.53,0.43,0.49,1.00,1.08,1.00
0.29,0.35,0.43,0.61,1.36,0.96,0.00
0.31,0.54,0.43,0.55,1.54,1.28,2.00
0.37,0.49,0.41,0.59,1.16,1.38,1.00
0.48,0.46,0.34,0.44,2.00,1.00,4.00
0.61,0.49,0.55,0.57,2.72,1.40,3.00
0.61,0.49,0.47,0.59,2.72,0.92,4.00
0.46,0.60,0.55,0.57,1.38,1.40,3.00
0.44,0.48,0.61,0.65,1.28,1.24,4.00
0.35,0.47,0.31,0.49,1.33,0.76,2.00
0.38,0.52,0.37,0.45,1.12,0.84,2.00
0.48,0.48,0.55,0.57,1.44,0.81,2.00
0.45,0.43,0.48,0.46,1.00,1.58,4.00
0.35,0.45,0.51,0.57,1.42,1.04,2.00
0.37,0.39,0.34,0.48,1.56,0.68,1.00
0.37,0.48,0.57,0.67,1.59,1.19,2.00
0.38,0.40,0.50,0.65,1.27,1.48,3.00
0.44,0.54,0.58,0.42,1.19,1.30,2.00
0.44,0.46,0.50,0.58,1.85,1.48,0.00
0.64,0.56,0.35,0.45,1.04,0.92,5.00
0.51,0.57,0.47,0.57,1.67,0.96,0.00
0.50,0.65,0.51,0.61,1.24,1.32,4.00
0.29,0.34,0.41,0.59,1.24,1.20,0.00
0.40,0.50,0.43,0.62,1.23,1.14,1.00
0.45,0.48,0.40,0.50,1.30,0.87,1.00
0.41,0.59,0.42,0.50,1.45,0.80,2.00
0.57,0.33,0.56,0.40,2.59,1.14,4.00
0.62,0.47,0.57,0.57,1.00,1.09,2.00
0.41,0.39,0.39,0.43,0.77,0.95,5.00
0.52,0.46,0.52,0.46,1.41,1.09,2.00
0.64,0.56,0.49,0.49,1.32,1.61,7.00
0.53,0.58,0.58,0.56,1.61,0.64,3.00
0.56,0.71,0.64,0.48,1.95,1.00,1.00
0.60,0.62,0.56,0.58,2.17,1.00,3.00
0.62,0.58,0.56,0.60,1.65,1.45,3.00
0.69,0.62,0.53,0.42,1.70,1.95,3.00
0.49,0.49,0.53,0.58,1.64,1.41,1.00
0.64,0.48,0.56,0.53,1.77,1.09,2.00
0.67,0.69,0.62,0.58,1.91,1.05,2.00
0.53,0.42,0.60,0.62,1.96,1.45,1.00
0.56,0.60,0.51,0.58,1.52,0.95,1.00
0.56,0.58,0.56,0.71,1.00,1.48,3.00
0.43,0.43,0.66,0.57,1.47,1.56,1.00
0.52,0.48,0.51,0.43,1.76,1.59,3.00
0.50,0.47,0.47,0.56,1.00,1.06,3.00
0.53,0.47,0.63,0.48,1.61,0.71,2.00
0.56,0.58,0.63,0.57,0.96,1.21,4.00
0.57,0.41,0.42,0.40,1.39,0.71,1.00
0.38,0.42,0.50,0.50,0.92,1.30,3.00
0.70,0.50,0.53,0.47,2.95,0.78,2.00
0.46,0.46,0.62,0.62,2.11,0.61,3.00
0.38,0.46,0.65,0.51,1.21,1.00,2.00
0.59,0.54,0.57,0.46,1.89,1.00,2.00
0.72,0.47,0.65,0.59,3.16,0.84,4.00
0.62,0.54,0.59,0.76,2.00,1.94,2.00
0.68,0.62,0.58,0.69,1.17,2.06,3.00
0.54,0.49,0.62,0.57,1.39,0.78,4.00
0.65,0.59,0.63,0.71,2.59,1.33,3.00
0.59,0.62,0.66,0.37,1.84,2.12,4.00
0.65,0.63,0.56,0.60,1.62,1.05,4.00
0.50,0.59,0.70,0.73,1.27,1.45,3.00
0.68,0.59,0.70,0.73,1.09,1.29,1.00
0.68,0.70,0.73,0.57,2.18,1.64,2.00
0.66,0.64,0.61,0.64,2.23,1.64,2.00
0.59,0.59,0.82,0.61,1.73,2.68,2.00
0.56,0.60,0.61,0.52,1.55,0.95,4.00
0.57,0.57,0.65,0.63,1.90,1.55,5.00
0.48,0.58,0.54,0.58,1.04,1.62,3.00
0.37,0.51,0.62,0.55,1.38,1.17,1.00
0.48,0.52,0.67,0.46,1.79,2.08,0.00
0.51,0.61,0.65,0.55,1.50,2.08,1.00
0.54,0.58,0.31,0.41,1.29,0.75,3.00
0.35,0.41,0.55,0.61,0.92,1.54,2.00
0.55,0.55,0.46,0.38,1.71,0.92,1.00
0.61,0.49,0.48,0.58,1.71,1.17,3.00
0.45,0.51,0.43,0.55,1.39,1.17,0.00
0.47,0.66,0.51,0.57,1.41,1.00,3.00
0.34,0.47,0.51,0.57,1.04,1.00,6.00
0.47,0.66,0.45,0.51,1.41,1.12,1.00
0.35,0.52,0.43,0.55,0.96,1.17,7.00
0.40,0.50,0.71,0.69,1.76,1.33,1.00
0.54,0.54,0.38,0.46,1.38,1.14,4.00
0.57,0.63,0.53,0.57,1.32,1.33,3.00
0.62,0.66,0.53,0.62,1.85,1.35,3.00
0.49,0.49,0.49,0.53,1.96,1.56,1.00
0.64,0.60,0.54,0.50,1.57,1.24,3.00
0.49,0.53,0.54,0.54,1.14,0.96,5.00
0.71,0.69,0.57,0.63,1.60,1.38,6.00
0.46,0.56,0.50,0.58,1.24,1.48,3.00
0.45,0.36,0.62,0.66,1.65,1.25,1.00
0.48,0.58,0.56,0.48,1.46,1.35,0.00
0.50,0.60,0.34,0.44,1.73,0.92,3.00
0.38,0.40,0.45,0.47,1.32,1.29,2.00
0.36,0.40,0.35,0.49,1.62,0.96,4.00
0.45,0.53,0.51,0.65,1.20,1.50,2.00
0.57,0.41,0.63,0.55,2.33,1.20,5.00
0.45,0.47,0.47,0.50,1.36,1.07,1.00
0.41,0.51,0.41,0.51,1.17,0.93,1.00
0.42,0.61,0.34,0.43,1.13,1.00,6.00
0.31,0.44,0.46,0.58,1.24,1.31,1.00
0.45,0.47,0.27,0.39,1.36,0.67,4.00
0.42,0.51,0.33,0.45,1.55,1.11,0.00
0.22,0.32,0.47,0.50,1.34,1.07,1.00
0.31,0.38,0.47,0.56,0.94,1.24,1.00
0.47,0.59,0.62,0.62,1.83,1.06,3.00
0.52,0.45,0.33,0.45,1.88,1.18,4.00
0.55,0.57,0.57,0.56,1.70,1.62,1.00
0.52,0.62,0.55,0.54,1.88,1.20,7.00
